Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;excoords;q;xcoord;ycoord
198;232;Cargotec Poland sp. z o.o., Stargard;2822;1857595;74008;Stargard, PL;53.337994 15.035049;PL,PL;53.338132;15.036800
199;205;Grupa Azoty Zakłady Azotowe Kędzierzyn SA;2015;1852977;85308;Kędzierzyn, PL;52.695948 19.734349;PL,PL;52.695063;19.736752
200;203;Solaris Bus & Coach SA, Owińska;2910;1851146;12837;Owińska, PL;52.513926 16.972517;PL,PL;52.513516;16.971066
201;281;Also Polska sp. z o.o., Warszawa;4651;1847572;-4842;Warszawa, PL;52.231924 21.006727;PL,PL;52.202622;21.043345
202;;Mazda Motor Logistics Europe sp. z o.o., W-wa;4511;1846238;1981;W-wa, PL;-38.822628 -68.05733;PL,PL;-38.826147;-68.056458
203;223;Firma Oponiarska Dębica SA, Dębica;2211;1823744;119574;Dębica, PL;50.05131 21.41085;PL,PL;50.047355;21.410875
204;188;Brembo Poland sp. z o.o., Dąbrowa Górnicza;2932;1823132;392186;Dąbrowa Górnicza, PL;50.330981 19.196328;Górnicza,;50.334766;19.198975
205;229;Orlen Południe SA GK, Trzebinia;1920;1811615;-91858;Trzebinia, PL;50.159769 19.47091;PL,PL;50.160179;19.467961
206;190;Erbud SA GK, Warszawa;4120;1805459;23932;Warszawa, PL;52.231924 21.006727;PL,PL;52.288143;20.996236
207;406;Henkel Polska sp. z o.o., Warszawa;4675;1794301;-119949;Warszawa, PL;52.231924 21.006727;PL,PL;52.199736;20.978430
208;259;Cognor SA GK, Poraj;7010;1789280;49905;Poraj, PL;51.283659 19.53352;PL,PL;51.282949;19.534843
209;201;Urtica sp. z o.o., Wrocław;4646;1783137;25392;Wrocław, PL;51.108978 17.032669;PL,PL;51.115853;17.030131
210;182;Rafako SA GK, Racibórz;2530;1782594;3197;Racibórz, PL;50.091734 18.219677;PL,PL;50.088338;18.215860
211;191;Lubelski Węgiel Bogdanka SA GK, Puchaczów;510;1780321;667925;Puchaczów, PL;51.309621 22.974165;PL,PL;51.307708;22.975440
212;233;Telewizja Polska SA, Warszawa;6020;1777328;564;Warszawa, PL;52.231924 21.006727;PL,PL;52.204562;21.051561
213;235;Teva Operations Poland sp. z o.o., Warszawa;2120;1776612;185621;Warszawa, PL;52.231924 21.006727;PL,PL;52.289224;20.995011
214;238;Gobarto SA GK, Warszawa;1011;1768795;20970;Warszawa, PL;52.231924 21.006727;PL,PL;52.201664;20.949752
215;194;Kronospan Szczecinek sp. z o.o., Szczecinek;1621;1747208;5532;Szczecinek, PL;53.708021 16.694392;PL,PL;53.704323;16.697185
216;222;CNH Industrial Polska sp. z o.o., Płock;2830;1742647;93769;Płock, PL;52.546452 19.700861;PL,PL;52.538161;19.701608
217;239;Pruszyński sp. z o.o. GK, Warszawa;2599;1736711;67772;Warszawa, PL;52.231924 21.006727;PL,PL;52.287631;20.968428
218;220;Amic Polska sp. z o.o., Warszawa;4730;1728435;25303;Warszawa, PL;52.231924 21.006727;PL,PL;52.188200;21.019077
219;350;Fabryka Maszyn Famur SA GK, Katowice;2892;1723228;56830;Katowice, PL;50.259899 19.021585;PL,PL;50.264223;19.030753
220;211;Hurtap SA, Łęczyca;4646;1722073;9565;Łęczyca, PL;51.525674 16.572868;PL,PL;51.527038;16.574808
221;200;Black Red White SA GK, Biłgoraj;3109;1720000;b.d.;Biłgoraj, PL;50.542272 22.722354;PL,PL;50.544103;22.719287
222;217;DBK sp. z o.o. GK, Olsztyn;4519;1714677;38696;Olsztyn, PL;53.775411 20.481225;PL,PL;53.778386;20.476537
223;206;Ronal Polska sp. z o.o., Wałbrzych;3430;1708564;182096;Wałbrzych, PL;50.765905 16.282542;PL,PL;50.767629;16.278233
224;109;Action SA GK w restrukturyzacji, Warszawa;4690;1700115;-58542;Warszawa, PL;52.231924 21.006727;PL,PL;52.252796;20.958939
225;215;Man Bus Polska sp. z o.o., Tarnowo Podgórne;2910;1696470;71650;Tarnowo Podgórne, PL;52.465745 16.666445;Podgórne,;52.462056;16.660720
226;214;Veolia Energia SA, Warszawa;3530;1688751;68144;Warszawa, PL;52.231924 21.006727;PL,PL;52.255008;20.945089
227;224;Nexteer Automotive Poland sp. z o.o., Tychy;2931;1675734;54888;Tychy, PL;50.124731 18.986993;PL,PL;50.130679;18.980087
228;169;Grupa Kapitałowa Remontowa Holding, Gdańsk;3315;1670687;b.d.;Gdańsk, PL;54.347628 18.645203;PL,PL;54.358033;18.636824
229;221;Krakowski Holding Komunalny SA GK, Kraków;7010;1656860;86731;Kraków, PL;50.064529 19.983206;PL,PL;50.072780;19.978996
230;225;CEDC International sp. z o.o., Oborniki;1101;1656444;b.d.;Oborniki, PL;52.645664 16.809788;PL,PL;52.645629;16.805498
231;219;Lek SA, Stryków;4646;1650344;30075;Stryków, PL;51.900945 19.603697;PL,PL;51.902637;19.604989
232;158;Kolporter sp. z o.o. sp.k.a., Kielce;4690;1648485;55892;Kielce, PL;50.871788 20.630835;PL,PL;50.864773;20.636026
233;209;Piotr i Paweł SA GK, Poznań;4631;1644971;b.d.;Poznań, PL;52.440615 16.91905;PL,PL;52.432002;16.935187
234;250;Okręgowa Spółdzielnia Mleczarska, Łowicz;1051;1643375;-2686;Łowicz, PL;52.107683 19.944787;PL,PL;52.110102;19.944872
235;280;Unibep SA GK, Bielsk Podlaski;4120;1629285;26584;Bielsk Podlaski, PL;52.768756 23.192562;Podlaski,;52.769841;23.194093
236;262;DPD Polska sp. z o.o. GK, Warszawa;5320;1608298;137954;Warszawa, PL;52.231924 21.006727;PL,PL;52.183818;20.982933
237;294;Gaspol SA, Warszawa;4671;1605342;53695;Warszawa, PL;52.231924 21.006727;PL,PL;52.232985;21.031867
238;494;Star-Typ Sport Zakłady Wzajemne sp. z o.o., Katowice;9200;1603966;b.d.;Katowice, PL;50.259899 19.021585;PL,PL;50.252679;19.027147
239;304;Wielton SA GK, Wieluń;2920;1597248;83429;Wieluń, PL;51.220535 18.570108;PL,PL;51.222517;18.569396
240;246;Dell sp. z o.o., Warszawa;4651;1593917;20988;Warszawa, PL;52.231924 21.006727;PL,PL;52.289293;20.993149
241;268;Grupa PGA Polska, Warszawa;4511;1586748;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;52.249922;21.012701
242;216;Sitech sp. z o.o., Polkowice;2932;1585861;193173;Polkowice, PL;51.503929 16.071337;PL,PL;51.500455;16.077637
243;275;Imperial Tobacco Polska Manuf. SA, Radom;1200;1578138;79961;Radom, PL;51.40107 21.153411;PL,PL;51.399505;21.158084
244;241;Stora Enso Poland SA, Ostrołęka;1712;1574744;129878;Ostrołęka, PL;53.082879 21.572894;PL,PL;53.086167;21.576070
245;227;Schenker sp. z o.o., Warszawa;5229;1570954;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;52.245669;20.988985
246;288;Solumus sp. z o.o., Płock;4671;1558653;7423;Płock, PL;52.546452 19.700861;PL,PL;52.547551;19.694506
247;228;UPC Polska sp. z o.o., Warszawa;6020;1556179;-301949;Warszawa, PL;52.231924 21.006727;PL,PL;52.193687;21.042618
248;242;Agrolok sp. z o.o., Golub-Dobrzyń;4621;1543108;6964;Golub-Dobrzyń, PL;53.113892 19.05445;PL,PL;53.117776;19.054086
249;218;Louis Dreyfus Commod Polska sp. z o.o., Warszawa;4621;1542097;6792;Warszawa, PL;52.231924 21.006727;PL,PL;52.178732;20.968257
250;284;Heesung Electronics Poland sp. z o.o., Kobierzyce;2611;1537247;-19963;Kobierzyce, PL;50.972059 16.929812;PL,PL;50.972619;16.924066
251;290;Konsorcjum Stali SA GK, Zawiercie;4690;1531665;41554;Zawiercie, PL;50.484438 19.433394;PL,PL;50.481276;19.436200
252;263;KIA Motors Polska sp. z o.o., Warszawa;4511;1530053;21802;Warszawa, PL;52.231924 21.006727;PL,PL;52.252571;21.057281
253;245;Adient Seating Poland sp. z o.o., Siemianowice;2511;1529040;-16500;Siemianowice, PL;50.305203 19.027564;PL,PL;50.303181;19.027251
254;336;Polindus sp. z o.o. GK, Kraków;1051;1524849;23560;Kraków, PL;50.064529 19.983206;PL,PL;50.057310;19.993301
255;196;Fermy Drobiu Woźniak sp. z o.o., Rawicz;147;1516270;115577;Rawicz, PL;51.610799 16.865543;PL,PL;51.607592;16.867289
256;231;Nutricia Zakłady Produkcyjne sp. z o.o., Opole;1086;1514783;39380;Opole, PL;50.666818 17.923641;PL,PL;50.675603;17.929778
257;300;Jabil Poland sp. z o.o., Kwidzyn;2640;1502747;99889;Kwidzyn, PL;53.733584 18.931922;PL,PL;53.730937;18.935509
258;;Mila SA, Inowrocław;4711;1487466;-23501;Inowrocław, PL;52.795241 18.259562;PL,PL;52.799547;18.258063
259;258;Grupa Lux - Med GK, Warszawa;8621;1478017;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;52.257654;21.011018
260;237;Arel sp. z o.o. i sp.k., Warszawa;4719;1463296;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;52.280141;21.025733
261;269;Empik SA, Warszawa;4761;1462463;9819;Warszawa, PL;52.231924 21.006727;PL,PL;52.215127;20.994793
262;256;Siemens sp. z o.o., Warszawa;4669;1461564;71078;Warszawa, PL;52.231924 21.006727;PL,PL;52.235408;20.951112
263;253;Orbis SA GK, Warszawa;5510;1458073;232441;Warszawa, PL;52.231924 21.006727;PL,PL;52.193436;21.001421
264;313;Press Glass SA GK, Poczesna;2311;1458000;57500;Poczesna, PL;50.715613 19.140533;PL,PL;50.713092;19.141165
265;202;Slovnaft Polska SA, Kraków;4671;1457298;5885;Kraków, PL;50.064529 19.983206;PL,PL;50.075778;19.978544
266;277;Alumetal SA GK, Kęty;2442;1456241;70685;Kęty, PL;49.881772 19.230204;PL,PL;49.878291;19.229637
267;251;Tenneco Automotive Polska sp. z o.o., Rybnik;2932;1453427;30942;Rybnik, PL;49.679209 13.228687;PL,PL;49.686861;13.228555
268;230;MTU Aero Engines Polska sp. z o.o., Tajęcina;3030;1451609;482642;Tajęcina, PL;50.122229 22.014468;PL,PL;50.121157;22.014649
269;234;Pfeifer & Langen Polska SA, Poznań;1081;1451509;310524;Poznań, PL;52.440615 16.91905;PL,PL;52.432329;16.915558
270;243;PUH Chemirol sp. z o.o., Mogilno;4675;1448178;81241;Mogilno, PL;52.657341 17.950068;PL,PL;52.657741;17.952041
271;226;Netia SA GK, Warszawa;6110;1442485;35499;Warszawa, PL;52.231924 21.006727;PL,PL;52.173826;21.026779
272;266;Drosed SA GK, Siedlce;1012;1441401;b.d.;Siedlce, PL;52.166375 22.276514;PL,PL;52.170467;22.277040
273;255;Hamilton Sundstrand Poland sp. z o.o., Rzeszów;3030;1435042;114692;Rzeszów, PL;50.037453 22.004717;PL,PL;50.040451;22.008209
274;299;Volvo Car Poland sp. z o.o., Warszawa;4511;1428073;6389;Warszawa, PL;52.231924 21.006727;PL,PL;52.181121;21.030541
275;270;X-Kom sp. z o.o., Częstochowa;4741;1426353;15441;Częstochowa, PL;50.812047 19.113213;PL,PL;50.810272;19.119933
276;247;Przewozy Regionalne sp. z o.o., Warszawa;4910;1424209;79680;Warszawa, PL;52.231924 21.006727;PL,PL;52.207764;21.040610
277;272;ZM Henryk Kania SA, Pszczyna;1011;1415084;53752;Pszczyna, PL;49.977833 18.942512;PL,PL;49.980245;18.942158
278;301;Rainbow Tours SA GK, Łódź;7912;1407711;36141;Łódź, PL;51.768732 19.456991;PL,PL;51.782315;19.463930
279;363;Amazon Fulfillment Poland sp. z o.o., Warszawa;4941;1407455;67392;Warszawa, PL;52.231924 21.006727;PL,PL;52.224928;21.044409
280;388;TUI Poland sp. z o.o., Warszawa;7912;1406948;-1342;Warszawa, PL;52.231924 21.006727;PL,PL;52.246216;20.949510
281;;Grupa Essity w Polsce, Warszawa;4646;1405514;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;52.252031;20.968126
282;317;Dom Development SA GK, Warszawa;4110;1404683;190674;Warszawa, PL;52.231924 21.006727;PL,PL;52.228167;20.950161
283;358;Elemental Holding SA GK, Grodzisk Mazowiecki;6920;1394949;32314;Grodzisk Mazowiecki, PL;52.106622 20.631344;Mazowiecki,;52.104066;20.630178
284;257;Federal - Mogul Gorzyce SA, Gorzyce;2811;1382769;111548;Gorzyce, PL;52.022778 17.743889;PL,PL;52.022531;17.741661
285;273;Ferrero Polska Commercial sp. z o.o., Warszawa;4636;1378644;32554;Warszawa, PL;52.231924 21.006727;PL,PL;52.219081;20.962744
286;323;3M Wrocław sp. z o.o., Wrocław;3299;1378462;110380;Wrocław, PL;51.108978 17.032669;PL,PL;51.088568;17.034658
287;254;Trakcja PRKiI SA GK, Warszawa;4212;1374291;32043;Warszawa, PL;52.231924 21.006727;PL,PL;52.193380;20.986145
288;312;Agata SA, Katowice;4759;1372540;139421;Katowice, PL;50.259899 19.021585;PL,PL;50.258128;19.020521
289;296;Exide Technologies SA, Poznań;2720;1370598;35226;Poznań, PL;52.440615 16.91905;PL,PL;52.457466;16.925302
290;261;Grupa Fakro, Nowy Sącz;4673;1360000;b.d.;Nowy Sącz, PL;49.624917 20.691346;Sącz,;49.628881;20.696689
291;383;Humax Poland sp. z o.o., Bełchatów;2640;1357089;35305;Bełchatów, PL;51.365041 19.3684;PL,PL;51.365620;19.368777
292;283;Bridgestone Poznań sp. z o.o., Poznań;2211;1352848;31208;Poznań, PL;52.440615 16.91905;PL,PL;52.432521;16.919492
293;236;Ruch SA, Warszawa;4762;1340975;-56807;Warszawa, PL;52.231924 21.006727;PL,PL;52.202552;20.956155
294;278;Pratt & Whitney Rzeszów SA, Rzeszów;3030;1336578;130089;Rzeszów, PL;50.037453 22.004717;PL,PL;50.038243;22.010628
295;303;Polska Żegluga Morska PP GK, Szczecin;5020;1334752;117575;Szczecin, PL;50.276037 9.90885;PL,PL;50.286027;9.904969
296;279;Mahle Polska sp. z o.o., Krotoszyn;2811;1318171;193681;Krotoszyn, PL;51.695926 17.437416;PL,PL;51.698966;17.434581
297;333;COM40 sp. z o.o. sp.k., Skalmierzyce;3109;1313739;100981;Skalmierzyce, PL;51.703244 17.974396;PL,PL;51.700611;17.973123
298;298;Gestamp Polska sp. z o.o., Września;2932;1311973;67226;Września, PL;52.325069 17.565228;PL,PL;52.325318;17.572184
299;330;Veolia Energia Polska SA, Warszawa;3530;1306814;224887;Warszawa, PL;52.231924 21.006727;PL,PL;52.212348;21.001837
300;244;Provident Polska SA, Warszawa;6492;1302721;28694;Warszawa, PL;52.231924 21.006727;PL,PL;52.187859;20.997194
301;307;Mahle Behr sp. z o.o., Ostrów Wielkopolski;2932;1298058;31529;Ostrów Wielkopolski, PL;51.653001 17.815084;Wielkopolski,;51.649706;17.814695
302;265;Indykpol SA GK, Olsztyn;1012;1297098;7568;Olsztyn, PL;53.775411 20.481225;PL,PL;53.781418;20.483737
303;329;PCC Rokita SA GK, Brzeg Dolny;2014;1285892;182342;Brzeg Dolny, PL;51.267123 16.722741;Dolny,;51.264561;16.723248
304;328;Lafarge Cement SA, Małogoszcz;2351;1274946;153811;Małogoszcz, PL;50.812349 20.264832;PL,PL;50.810663;20.262480
305;289;McDonald’s Polska sp. z o.o., Warszawa;5610;1272223;163600;Warszawa, PL;52.231924 21.006727;PL,PL;52.203133;21.054401
306;276;Mars Polska sp. z o.o., Poznań;1089;1271392;-79099;Poznań, PL;52.440615 16.91905;PL,PL;52.447342;16.922044
307;210;DHL Express (Poland) sp. z o.o., Warszawa;4941;1270207;32279;Warszawa, PL;52.231924 21.006727;PL,PL;52.216248;21.046624
308;287;MA Polska SA, Tychy;2932;1269819;25719;Tychy, PL;50.124731 18.986993;PL,PL;50.121739;18.984819
309;311;Gedia Poland sp. z o.o., Nowa Sól;2932;1269538;61107;Nowa Sól, PL;51.803249 15.711935;Sól,;51.809760;15.711117
310;310;Ampol-Merol sp. z o.o., Wąbrzeźno;4675;1259480;10156;Wąbrzeźno, PL;53.279967 18.947293;PL,PL;53.280451;18.948203
311;295;PERN SA GK, Płock;4950;1250834;362176;Płock, PL;52.546452 19.700861;PL,PL;52.547103;19.700334
312;285;Danone sp. z o.o., Warszawa;1051;1249181;68212;Warszawa, PL;52.231924 21.006727;PL,PL;52.177685;21.034236
313;213;Kantor Wymiany Walut sp.k., Stary Sącz;6499;1247216;707;Stary Sącz, PL;49.564027 20.636624;Sącz,;49.567138;20.633968
314;467;Hoogwegt Poland sp. z o.o., Warszawa;4690;1245958;9994;Warszawa, PL;52.231924 21.006727;PL,PL;52.209930;20.963819
315;282;Alumetal Poland sp. z o.o., Nowa Sól;2442;1237869;77626;Nowa Sól, PL;51.803249 15.711935;Sól,;51.804479;15.718232
316;271;Telewizja Polsat sp. z o.o., Warszawa;6020;1233356;275561;Warszawa, PL;52.231924 21.006727;PL,PL;52.256179;20.989495
317;314;Magna Automotive (Poland) sp. z o.o., Sady;2932;1226728;64274;Sady, PL;52.439255 22.704259;PL,PL;52.438599;22.699691
318;371;Polmlek sp. z o.o., Warszawa;1051;1226707;50832;Warszawa, PL;52.231924 21.006727;PL,PL;52.174502;20.969486
319;345;Leoni Kabel Polska sp. z o.o., Kobierzyce;2732;1224264;43382;Kobierzyce, PL;50.972059 16.929812;PL,PL;50.968220;16.934571
320;297;Bader sp. z o.o., Bolesławiec;1512;1219392;44826;Bolesławiec, PL;51.262829 15.565306;PL,PL;51.267149;15.562443
321;319;PDF Slawex sp. z o.o., Lublin;4646;1213003;7684;Lublin, PL;51.231292 22.568964;PL,PL;51.218910;22.562485
322;305;Tech Data Polska sp. z o.o., Warszawa;4651;1207475;-7427;Warszawa, PL;52.231924 21.006727;PL,PL;52.216090;20.963759
323;274;Osadkowski SA, Bierutów;4675;1203409;3735;Bierutów, PL;51.125871 17.54373;PL,PL;51.125211;17.541712
324;400;Bowim SA, Sosnowiec;4672;1201322;16443;Sosnowiec, PL;50.280692 19.13493;PL,PL;50.284595;19.140360
325;306;Wyborowa SA, Poznań;1101;1197127;25744;Poznań, PL;52.440615 16.91905;PL,PL;52.461534;16.927742
326;308;MPWiK SA, Warszawa;3700;1192643;297122;Warszawa, PL;52.231924 21.006727;PL,PL;52.208652;20.952238
327;365;Krotoski Cichy sp. z o.o. sp.k., Łódź;4511;1184692;9507;Łódź, PL;51.768732 19.456991;PL,PL;51.779564;19.470356
328;334;Smyk sp. z o.o., Warszawa;4765;1183158;-31302;Warszawa, PL;52.231924 21.006727;PL,PL;52.270815;20.952944
329;367;Kirchhoff Polska sp. z o.o., Mielec;2932;1180591;110060;Mielec, PL;49.469489 13.604368;PL,PL;49.475630;13.605201
330;309;UPS Polska sp. z o.o., Warszawa;5229;1178957;35424;Warszawa, PL;52.231924 21.006727;PL,PL;52.290522;21.032198
331;357;Selena FM SA GK, Wrocław;7022;1178706;6839;Wrocław, PL;51.108978 17.032669;PL,PL;51.115738;17.026878
332;341;Iveco Poland sp. z o.o., Warszawa;4511;1173733;20281;Warszawa, PL;52.231924 21.006727;PL,PL;52.235189;20.946532
333;286;UMC Poland sp. z o.o., Łysomice;2640;1170005;7561;Łysomice, PL;54.331 17.15318;PL,PL;54.331415;17.151574
334;443;Plichta sp. z o.o. sp.k., Wejherowo;4511;1169487;21099;Wejherowo, PL;54.605079 18.247377;PL,PL;54.608949;18.248258
335;368;Faurecia Automotive Polska SA, Grójec;2932;1169179;31582;Grójec, PL;51.865513 20.867502;PL,PL;51.865605;20.866779
336;302;Agora SA GK, Warszawa;5813;1165479;-79293;Warszawa, PL;52.231924 21.006727;PL,PL;52.271379;21.032239
337;321;Grupa Nowy Styl sp. z o.o., Krosno;3101;1164600;59601;Krosno, PL;49.693807 21.765151;PL,PL;49.690706;21.770847
338;331;Fabryki Mebli Forte SA, Ostrów Maz.;3109;1160125;54405;Ostrów Maz., PL;52.800043 21.897638;Maz.,;52.795682;21.898490
339;356;Okręgowa Spółdzielnia Mleczarska, Piątnica;1051;1156714;14045;Piątnica, PL;51.217718 16.17499;PL,PL;51.218061;16.177676
340;332;Pepsi Cola General Bottlers sp. z o.o., Warszawa;1107;1153978;58657;Warszawa, PL;52.231924 21.006727;PL,PL;52.234368;21.058549
341;293;Denso Thermal Systems Polska sp. z o.o., Tychy;2932;1153493;b.d.;Tychy, PL;50.124731 18.986993;PL,PL;50.135695;18.986489
342;292;Grupa PGD sp. z o.o. sp.k., Kraków;4511;1151392;b.d.;Kraków, PL;50.064529 19.983206;PL,PL;50.055673;19.999359
343;413;Bitron Poland sp. z o.o., Sosnowiec;2751;1147546;4226;Sosnowiec, PL;50.280692 19.13493;PL,PL;50.277161;19.141476
344;267;Bać-Pol SA GK, Rzeszów;4639;1140883;b.d.;Rzeszów, PL;50.037453 22.004717;PL,PL;50.044156;22.000147
345;320;Zott-Polska sp. z o.o., Opole;1051;1136525;26675;Opole, PL;50.666818 17.923641;PL,PL;50.668466;17.922641
346;342;Innogy Stoen Operator sp. z o. o., Warszawa;3513;1130730;194957;Warszawa, PL;52.231924 21.006727;PL,PL;52.268082;21.054497
347;586;ISD Huta Częstochowa sp. z o.o., Częstochowa;2410;1120001;-57608;Częstochowa, PL;50.812047 19.113213;PL,PL;50.800434;19.114067
348;430;Stalprofil SA GK, Dąbrowa Górnicza;4672;1117267;24422;Dąbrowa Górnicza, PL;50.330981 19.196328;Górnicza,;50.332717;19.198058
349;264;Marie Brizard Wine&Spirits Polska sp. z o.o., W-wa;4634;1113307;-69365;W-wa, PL;-38.822628 -68.05733;PL,PL;-38.824636;-68.060128
350;387;Moto-Profil sp. z o.o., Chorzów;4531;1110282;43137;Chorzów, PL;50.297879 18.954447;PL,PL;50.303781;18.959281
351;369;Centrala Farmaceutyczna Cefarm SA, Warszawa;4646;1106125;3503;Warszawa, PL;52.231924 21.006727;PL,PL;52.288004;20.985690
352;315;Plastic Omnium Auto Inergy Poland sp. z o.o., Lublin;2932;1103750;100965;Lublin, PL;51.231292 22.568964;PL,PL;51.243721;22.575590
353;327;ComArch SA GK, Kraków;6201;1102520;42036;Kraków, PL;50.064529 19.983206;PL,PL;50.083481;19.978687
354;249;Mostostal Warszawa SA GK, Warszawa;4120;1099630;-4998;Warszawa, PL;52.231924 21.006727;PL,PL;52.254167;21.021101
355;395;Huta Cynku Miasteczko Śląskie SA;2443;1095780;90400;Miasteczko Śląskie, PL;50.491574 18.923025;Śląskie,;50.491485;18.923998
356;340;ZDM Superdrob SA GK, Karczew;1012;1092456;b.d.;Karczew, PL;52.07828 21.250807;PL,PL;52.080075;21.248612
357;324;Frapo-Dystrybucja sp. z o.o., Konin;4711;1091518;1795;Konin, PL;49.274072 13.42031;PL,PL;49.272296;13.426143
358;337;PHUP Gniezno sp. z o.o. Hurtownia sp.k., Gniezno;4690;1090948;b.d.;Gniezno, PL;52.535974 17.595889;PL,PL;52.530245;17.597308
359;420;Marcegaglia Poland sp. z o.o., Praszka;2420;1089482;83883;Praszka, PL;51.05536 18.448522;PL,PL;51.053631;18.443756
360;361;Cemex Polska sp. z o.o., Warszawa;2351;1086114;-18882;Warszawa, PL;52.231924 21.006727;PL,PL;52.206185;21.029984
361;642;Fortuna Online Zakłady Bukmacherskie sp. z o.o., Cieszyn;9200;1085905;38246;Cieszyn, PL;49.748862 18.633431;PL,PL;49.753639;18.629451
362;353;Polmax SA sp.k., Świebodzin;4730;1080058;-6440;Świebodzin, PL;49.95728 20.963365;PL,PL;49.959376;20.959689
363;260;OPDF SA, Warszawa;4646;1079348;838;Warszawa, PL;52.231924 21.006727;PL,PL;52.190120;21.025826
364;291;Pojazdy Szynowe PESA SA GK, Bydgoszcz;3020;1073862;-620937;Bydgoszcz, PL;53.121965 18.000253;PL,PL;53.111864;17.995554
365;362;Neapco Europe sp. z o.o., Praszka;2932;1073177;8139;Praszka, PL;51.05536 18.448522;PL,PL;51.056467;18.449910
366;364;Aluprof SA, Bielsko-Biała;2512;1071792;95613;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;49.836180;19.046027
367;338;ICT Poland sp. z o.o., Kostrzyn nad Odrą;1722;1069943;148230;Kostrzyn nad Odrą, PL;52.589874 14.653634;nad;52.586554;14.654146
368;318;Pfeifer&Langen Marketing sp. z o.o., Poznań;4636;1067349;25968;Poznań, PL;52.440615 16.91905;PL,PL;52.427864;16.938045
369;344;Kronospan Mielec sp. z o.o., Mielec;1620;1064143;157353;Mielec, PL;49.469489 13.604368;PL,PL;49.467727;13.608719
370;433;Kruk SA GK, Wrocław;8291;1055453;295198;Wrocław, PL;51.108978 17.032669;PL,PL;51.105219;17.048630
371;377;WSK PZL Świdnik SA, Świdnik;3030;1054881;132056;Świdnik, PL;51.220463 22.699864;PL,PL;51.222818;22.701545
372;378;Randstad Polska sp. z o.o., Warszawa;7820;1048706;17781;Warszawa, PL;52.231924 21.006727;PL,PL;52.188987;20.957352
373;379;Adamed Pharma SA GK, Ksawerów;2120;1045478;124152;Ksawerów, PL;51.682667 19.401625;PL,PL;51.680537;19.403765
374;431;ALDI sp. z o.o., Chorzów;4711;1043879;-114513;Chorzów, PL;50.297879 18.954447;PL,PL;50.300844;18.947855
